1,71,1946,538,40,46,0.76,2,0,0
1,72,1207,700,29,62,0.76,0,0,0
1,73,1757,761,52,56,0.76,9,0,0
1,74,1953,1196,83,64,0.75,9,0,0
1,75,1967,1383,97,102,0.75,9,0,0
1,76,1387,696,40,58,0.75,1,0,0
1,77,1847,591,32,45,0.75,9,0,0
1,78,2333,847,34,62,0.74,0,0,0
1,79,2315,490,35,55,0.73,9,0,0
1,80,1325,538,18,45,0.73,0,0,0
1,81,1462,759,42,63,0.72,1,0,0
1,82,1009,585,29,56,0.72,0,0,0
1,83,584,572,47,39,0.72,9,0,0
1,84,2322,202,25,36,0.71,9,0,0
1,85,1349,499,16,45,0.71,0,0,0
1,86,596,806,50,59,0.70,2,0,0
1,87,566,836,30,63,0.70,0,0,0
1,88,2209,1241,52,86,0.69,0,0,0
1,89,464,865,59,55,0.69,9,0,0
1,90,1445,508,20,50,0.67,0,0,0
1,91,1493,499,38,53,0.65,9,0,0
1,92,1799,438,32,47,0.64,9,0,0
1,93,1357,798,43,65,0.60,0,0,0
2,1,1702,504,133,128,0.95,5,0,0
2,2,847,722,167,132,0.93,4,0,0
2,3,1532,615,61,84,0.94,7,0,0
2,4,628,1131,199,180,0.93,3,0,0
2,5,1059,971,235,160,0.93,3,0,0
2,7,638,663,143,101,0.91,3,0,0
2,8,1857,1237,163,144,0.92,7,0,0
2,10,2103,310,85,60,0.91,0,0,0
2,12,800,516,100,79,0.93,7,0,0
2,14,438,1027,116,132,0.91,3,0,0
2,15,557,471,90,66,0.90,7,0,0
2,16,1613,524,76,94,0.85,7,0,0
2,17,322,534,134,85,0.90,3,0,0
2,18,1969,390,89,69,0.91,3,0,0
2,19,2036,351,96,69,0.91,3,0,0
2,20,534,500,88,73,0.86,7,0,0
2,21,1886,434,98,79,0.90,3,0,0
2,22,2172,269,79,65,0.89,3,0,0
2,23,449,586,147,100,0.90,3,0,0
2,24,1817,487,92,82,0.89,3,0,0
2,26,2224,228,77,63,0.89,3,0,0
2,27,1590,433,104,69,0.88,3,0,0
2,28,38,1036,170,136,0.88,6,0,0
2,29,1021,893,102,78,0.88,6,0,0
2,30,2558,20,75,72,0.88,5,0,0
2,31,2069,281,57,55,0.87,6,0,0
2,32,1585,1214,105,85,0.84,2,0,0
2,33,183,935,88,55,0.90,9,0,0
2,34,1951,366,53,50,0.87,6,0,0
2,35,661,982,92,80,0.84,9,0,0
2,36,729,992,76,74,0.84,2,0,0
2,37,906,599,68,54,0.88,6,0,0
2,38,1499,580,52,58,0.84,0,0,0
2,39,1085,620,66,52,0.81,9,0,0
2,40,1433,825,62,70,0.82,9,0,0
2,41,1325,1200,72,102,0.81,6,0,0
2,42,180,908,82,54,0.83,3,0,0
2,43,784,566,61,50,0.87,9,0,0
2,44,1576,1089,60,105,0.79,9,0,0
2,45,891,626,61,50,0.83,9,0,0
2,46,1694,936,69,56,0.79,9,0,0
2,48,1170,1157,38,73,0.81,0,0,0
2,49,676,1414,49,84,0.80,0,0,0
2,50,1652,658,59,54,0.83,0,0,0
2,51,292,1315,85,83,0.81,9,0,0
2,52,1374,694,55,63,0.79,9,0,0
2,53,2188,621,40,61,0.78,9,0,0
2,54,1454,758,51,68,0.81,9,0,0
2,55,664,496,41,52,0.80,9,0,0
2,56,2294,1070,120,113,0.75,2,0,0
2,57,1972,833,46,67,0.79,9,0,0
2,58,1895,731,55,58,0.77,9,0,0
2,59,1697,489,42,49,0.80,9,0,0
2,60,1551,1015,68,72,0.74,9,0,0
2,62,2125,736,41,63,0.76,9,0,0
2,63,1040,848,68,63,0.77,9,0,0
2,64,707,564,53,43,0.74,2,0,0
2,65,1782,459,45,49,0.80,9,0,0
2,66,2305,846,37,66,0.75,0,0,0
2,67,2501,754,38,65,0.77,0,0,0
2,68,361,1072,37,73,0.78,0,0,0
2,69,2228,900,50,77,0.76,9,0,0
2,70,1187,691,26,59,0.78,0,0,0
2,71,1944,530,42,48,0.74,2,0,0
2,72,1205,695,29,62,0.77,0,0,0
2,73,1765,751,52,56,0.80,9,0,0
2,74,1956,1189,88,67,0.76,9,0,0
2,75,1973,1377,101,105,0.79,9,0,0
2,76,1385,688,42,60,0.73,1,0,0
2,77,1844,583,34,49,0.77,9,0,0
2,78,2332,841,35,64,0.74,0,0,0
2,79,2318,479,35,55,0.76,9,0,0
2,80,1326,531,19,46,0.70,0,0,0
2,81,1461,753,43,64,0.67,1,0,0
2,82,1010,578,28,55,0.73,0,0,0
2,83,575,560,52,44,0.73,9,0,0
2,84,2321,197,23,33,0.71,9,0,0
2,85,1349,490,18,49,0.71,0,0,0
2,86,599,799,52,61,0.75,2,0,0
2,87,566,829,30,62,0.70,0,0,0
2,88,2211,1233,53,87,0.53,0,0,0
2,89,466,858,60,55,0.70,9,0,0
2,90,1444,501,21,52,0.63,0,0,0
2,91,1491,491,40,55,0.71,9,0,0
2,92,1799,429,31,45,0.68,9,0,0
2,93,1351,795,44,64,0.79,0,0,0
3,1,1703,500,133,129,0.94,5,0,0
3,2,847,719,167,132,0.93,4,0,0
3,3,1532,612,60,83,0.94,0,0,0
3,4,615,1138,200,181,0.93,3,0,0
3,5,1054,970,235,161,0.92,3,0,0
3,7,639,661,144,102,0.91,3,0,0
3,8,1866,1238,164,145,0.92,7,0,0
3,10,2103,306,85,60,0.91,3,0,0
3,12,800,513,99,78,0.92,7,0,0
3,14,438,1025,116,131,0.90,3,0,0
3,15,556,468,92,67,0.90,7,0,0
3,16,1614,521,75,95,0.87,7,0,0
3,17,324,532,134,85,0.90,3,0,0
3,18,1970,386,89,70,0.91,3,0,0
3,19,2036,347,96,69,0.91,3,0,0
3,20,529,495,89,74,0.86,7,0,0
3,21,1886,430,98,79,0.90,3,0,0
3,22,2172,265,80,65,0.89,3,0,0
3,23,449,583,150,102,0.91,3,0,0
3,24,1817,483,92,83,0.89,3,0,0
3,26,2224,223,78,64,0.90,3,0,0
3,27,1589,429,106,70,0.88,3,0,0
3,28,35,1033,171,136,0.89,6,0,0
3,29,1022,892,101,77,0.90,6,0,0
3,30,2557,17,75,72,0.89,5,0,0
3,31,2067,278,57,54,0.87,6,0,0
3,32,1590,1214,105,85,0.87,2,0,0
3,33,184,932,87,55,0.90,9,0,0
3,34,1948,365,52,49,0.87,6,0,0
3,35,661,980,92,80,0.85,9,0,0
3,36,730,990,76,74,0.83,2,0,0
3,37,900,597,67,52,0.88,6,0,0
3,38,1496,578,52,58,0.83,9,0,0
3,39,1079,618,61,50,0.83,9,0,0
3,40,1429,821,62,69,0.83,9,0,0
3,41,1332,1201,72,103,0.81,6,0,0
3,42,181,905,81,54,0.81,3,0,0
3,43,780,562,59,49,0.85,9,0,0
3,44,1574,1088,62,108,0.78,9,0,0
3,45,886,622,60,49,0.82,9,0,0
3,46,1685,930,69,56,0.79,9,0,0
3,48,1169,1153,38,75,0.81,0,0,0
3,49,677,1410,49,84,0.80,0,0,0
3,50,1650,655,58,54,0.82,9,0,0
3,51,285,1322,81,80,0.82,9,0,0
3,52,1373,691,56,64,0.75,9,0,0
3,53,2191,613,40,61,0.81,9,0,0
3,54,1454,755,49,67,0.82,9,0,0
3,55,664,493,41,51,0.80,9,0,0
3,56,2287,1061,121,115,0.62,2,0,0
3,57,1974,825,47,68,0.77,9,0,0
3,58,1901,725,56,59,0.79,9,0,0
3,59,1692,486,43,51,0.77,9,0,0
3,60,1557,1016,66,70,0.75,9,0,0
3,62,2125,727,41,63,0.75,9,0,0
3,63,1042,846,67,62,0.80,9,0,0
3,64,703,559,53,45,0.74,2,0,0
3,65,1779,457,45,48,0.81,9,0,0
3,66,2306,845,35,63,0.75,0,0,0
3,67,2501,751,38,64,0.75,0,0,0
3,68,361,1069,38,74,0.78,0,0,0
3,69,2229,901,50,77,0.74,9,0,0
3,70,1186,689,26,59,0.78,0,0,0
3,71,1944,528,42,47,0.76,2,0,0
3,72,1204,692,29,64,0.77,0,0,0
3,73,1773,743,53,57,0.77,9,0,0
3,74,1961,1190,87,67,0.68,9,0,0
3,75,1982,1378,102,106,0.80,9,0,0
3,76,1385,685,42,62,0.74,1,0,0
3,77,1842,582,35,51,0.76,9,0,0
3,78,2332,841,34,61,0.74,0,0,0
3,79,2321,473,34,54,0.77,9,0,0
3,80,1328,528,18,45,0.66,0,0,0
3,81,1462,750,40,63,0.61,1,0,0
3,82,1011,575,29,55,0.73,0,0,0
3,83,570,556,50,43,0.68,9,0,0
3,84,2320,193,24,34,0.74,9,0,0
3,85,1349,486,18,49,0.70,0,0,0
3,86,603,800,53,63,0.73,2,0,0
3,87,565,824,31,63,0.63,0,0,0
3,88,2214,1230,52,86,0.58,0,0,0
3,89,467,855,60,56,0.40,9,0,0
3,90,1444,497,20,53,0.62,0,0,0
3,91,1489,487,42,57,0.60,9,0,0
3,92,1798,423,32,47,0.69,9,0,0
3,93,1347,791,43,65,0.80,1,0,0
3,95,1535,423,23,51,0.66,0,0,0
3,97,2631,19,51,43,0.54,3,0,0
3,98,2247,193,27,38,0.55,0,0,0
4,1,1703,499,133,129,0.94,5,0,0
4,2,847,719,167,132,0.93,4,0,0
4,3,1532,611,60,83,0.93,7,0,0
4,4,600,1149,202,182,0.93,3,0,0
4,5,1048,971,236,161,0.93,3,0,0
4,7,640,662,144,101,0.92,3,0,0
4,8,1875,1241,164,145,0.92,7,0,0
4,10,2104,305,84,60,0.90,3,0,0
4,12,799,512,99,78,0.92,7,0,0
4,14,437,1025,118,131,0.90,3,0,0
4,15,552,467,94,69,0.90,7,0,0
4,16,1613,521,77,95,0.89,7,0,0
4,17,327,533,133,84,0.90,3,0,0
4,18,1970,385,89,70,0.91,3,0,0
4,19,2036,346,96,68,0.91,3,0,0
4,20,526,495,86,70,0.87,7,0,0
4,21,1887,430,97,77,0.90,3,0,0
4,22,2172,263,81,66,0.89,3,0,0
4,23,452,584,148,101,0.91,0,0,0
4,24,1817,482,92,83,0.89,3,0,0
4,26,2224,222,78,65,0.90,3,0,0
4,27,1588,428,107,71,0.89,3,0,0
4,28,36,1034,170,135,0.89,0,0,0
4,29,1024,892,100,78,0.90,6,0,0
4,30,2556,17,74,71,0.90,5,0,0
4,31,2065,279,56,53,0.86,6,0,0
4,32,1592,1216,109,88,0.86,2,0,0
4,33,184,932,87,55,0.90,9,0,0
4,34,1946,366,51,49,0.87,6,0,0
4,35,661,979,92,81,0.84,9,0,0
4,36,729,989,77,75,0.84,2,0,0
4,37,894,595,68,53,0.89,6,0,0
4,38,1492,578,53,59,0.84,9,0,0
4,39,1070,617,61,49,0.83,9,0,0
4,40,1424,818,61,69,0.83,9,0,0
4,41,1338,1205,73,103,0.86,6,0,0
4,42,181,905,81,53,0.82,3,0,0
4,43,776,561,57,47,0.83,9,0,0
4,44,1572,1090,63,109,0.80,9,0,0
4,45,879,619,60,49,0.80,9,0,0
4,46,1675,926,70,57,0.78,9,0,0
4,48,1167,1152,39,75,0.79,0,0,0
4,49,678,1408,50,84,0.79,0,0,0
4,50,1647,656,59,53,0.81,9,0,0
4,51,273,1327,83,82,0.80,9,0,0
4,52,1373,689,57,65,0.74,9,0,0
4,53,2194,608,39,60,0.81,9,0,0
4,54,1454,755,49,66,0.81,9,0,0
4,55,664,491,41,52,0.81,9,0,0
4,56,2279,1053,118,111,0.71,2,0,0
4,57,1978,821,45,67,0.78,9,0,0
4,58,1907,722,56,59,0.79,9,0,0
4,59,1687,489,43,51,0.75,9,0,0
4,60,1562,1020,68,71,0.80,9,0,0
4,62,2125,720,41,62,0.78,9,0,0
4,63,1044,847,66,62,0.78,9,0,0
4,64,698,556,54,45,0.76,2,0,0
4,65,1775,458,45,48,0.81,0,0,0
4,66,2306,845,35,63,0.76,0,0,0
4,67,2501,749,37,64,0.74,0,0,0
4,68,361,1069,38,74,0.78,0,0,0
4,69,2230,904,50,77,0.72,9,0,0
4,70,1184,688,26,60,0.77,0,0,0
4,71,1944,527,41,48,0.76,2,0,0
4,72,1202,692,29,63,0.78,0,0,0
4,73,1783,740,52,55,0.77,9,0,0
4,74,1965,1190,90,70,0.69,9,0,0
4,75,1994,1383,100,105,0.80,9,0,0
4,76,1384,685,43,62,0.71,1,0,0
4,77,1839,586,35,50,0.76,9,0,0
4,78,2330,841,34,62,0.73,0,0,0
4,79,2325,471,32,52,0.77,9,0,0
4,80,1329,527,18,45,0.70,0,0,0
4,81,1462,750,40,61,0.61,0,0,0
4,82,1013,573,28,56,0.68,0,0,0
4,83,563,555,49,41,0.76,9,0,0
4,84,2317,192,24,35,0.71,9,0,0
4,85,1350,486,17,47,0.70,0,0,0
4,86,606,803,54,64,0.69,2,0,0
4,87,564,821,32,64,0.65,0,0,0
4,88,2218,1230,51,84,0.40,0,0,0
4,89,468,857,61,56,0.49,9,0,0
4,90,1443,497,21,53,0.55,0,0,0
4,91,1486,485,44,59,0.30,9,0,0
4,92,1795,424,32,47,0.64,9,0,0
4,93,1342,789,44,63,0.80,0,0,0
4,95,1536,422,23,51,0.69,0,0,0
4,97,2630,18,51,44,0.72,3,0,0
4,98,2246,194,27,39,0.63,9,0,0
4,101,1241,458,85,65,0.57,0,0,0
5,1,1702,500,134,129,0.94,5,0,0
5,2,847,720,168,132,0.93,0,0,0
5,3,1531,612,61,82,0.93,7,0,0
5,4,582,1160,207,185,0.93,3,0,0
5,5,1043,973,237,162,0.93,3,0,0
5,7,642,662,144,102,0.91,3,0,0
5,8,1885,1246,165,145,0.93,7,0,0
5,10,2103,305,85,61,0.90,3,0,0
5,12,799,512,99,79,0.92,7,0,0
5,14,438,1025,117,132,0.91,3,0,0
5,15,555,469,92,67,0.91,7,0,0
5,16,1613,521,76,95,0.85,7,0,0
5,17,329,534,133,84,0.90,3,0,0
5,18,1970,386,88,69,0.91,3,0,0
5,19,2035,346,97,69,0.91,3,0,0
5,20,519,493,88,72,0.91,7,0,0
5,21,1887,430,97,78,0.90,3,0,0
5,22,2172,264,79,65,0.89,3,0,0
5,23,455,586,146,99,0.89,3,0,0
5,24,1816,482,92,83,0.89,3,0,0
5,26,2223,222,79,65,0.90,3,0,0
5,27,1588,429,106,70,0.89,3,0,0
5,28,39,1035,169,134,0.89,0,0,0
5,29,1027,894,99,76,0.90,6,0,0
5,30,2553,18,75,71,0.90,5,0,0
5,31,2062,279,57,55,0.88,6,0,0
5,32,1595,1217,111,90,0.87,2,0,0
5,33,184,933,87,54,0.90,9,0,0
5,34,1944,368,51,48,0.87,6,0,0
5,35,661,980,91,81,0.84,9,0,0
5,36,730,991,75,73,0.85,2,0,0
5,37,889,593,69,53,0.87,6,0,0
5,38,1489,580,51,57,0.83,9,0,0
5,39,1060,618,61,48,0.82,9,0,0
5,40,1419,815,62,70,0.84,9,0,0
5,41,1345,1210,72,102,0.83,6,0,0
5,42,181,906,80,52,0.84,3,0,0
5,43,772,561,57,46,0.84,9,0,0
5,44,1571,1092,63,112,0.77,0,0,0
5,45,874,618,59,49,0.79,9,0,0
5,46,1665,922,72,59,0.79,9,0,0
5,48,1165,1151,39,76,0.79,0,0,0
5,49,680,1407,49,84,0.81,0,0,0
5,50,1644,657,59,53,0.80,9,0,0
5,51,262,1337,82,80,0.79,9,0,0
5,52,1373,689,57,65,0.77,9,0,0
5,53,2196,603,40,61,0.80,9,0,0
5,54,1455,755,48,66,0.81,9,0,0
5,55,664,492,41,52,0.81,9,0,0
5,56,2270,1046,115,108,0.73,2,0,0
5,57,1981,818,46,66,0.80,9,0,0
5,58,1914,720,55,58,0.77,9,0,0
5,59,1682,492,42,51,0.75,9,0,0
5,60,1568,1026,68,72,0.77,9,0,0
5,62,2125,714,40,61,0.76,9,0,0
5,63,1046,848,66,61,0.79,9,0,0
5,64,692,554,55,45,0.71,2,0,0
5,65,1771,461,45,48,0.79,9,0,0
5,66,2305,847,35,62,0.76,0,0,0
5,67,2500,748,37,62,0.76,0,0,0
5,68,361,1069,38,74,0.78,0,0,0
5,69,2231,908,49,76,0.71,9,0,0
5,70,1181,689,26,60,0.76,0,0,0
5,71,1943,529,41,47,0.75,2,0,0
5,72,1200,693,29,62,0.76,0,0,0
5,73,1791,735,54,57,0.79,9,0,0
5,74,1972,1196,87,67,0.54,9,0,0
5,75,2004,1389,100,103,0.76,9,0,0
5,76,1384,685,43,62,0.73,1,0,0
5,77,1837,591,34,49,0.76,9,0,0
5,78,2328,842,34,61,0.74,0,0,0
5,79,2328,469,32,51,0.75,9,0,0
5,80,1330,528,18,45,0.68,0,0,0
5,81,1462,750,40,61,0.66,0,0,0
5,82,1014,573,29,56,0.70,0,0,0
5,83,555,553,49,42,0.73,9,0,0
5,84,2314,194,23,34,0.73,9,0,0
5,85,1352,486,18,47,0.71,0,0,0
5,86,610,806,54,64,0.64,2,0,0
5,87,564,820,32,65,0.73,0,0,0
5,88,2221,1230,50,82,0.54,0,0,0
5,89,472,862,56,52,0.67,9,0,0
5,90,1442,497,21,54,0.62,0,0,0
5,91,1485,488,42,57,0.33,9,0,0
5,92,1792,426,32,47,0.69,9,0,0
5,93,1338,787,43,63,0.79,1,0,0
5,95,1536,422,23,50,0.70,0,0,0
5,97,2626,19,54,45,0.76,3,0,0
5,98,2245,195,27,39,0.40,9,0,0
5,101,1240,458,85,66,0.51,0,0,0
6,1,1702,501,133,129,0.94,5,0,0
6,2,847,721,168,131,0.93,4,0,0
6,3,1531,613,60,82,0.92,0,0,0
6,4,567,1171,208,186,0.93,3,0,0
6,5,1036,975,239,163,0.93,3,0,0
6,7,644,664,143,101,0.91,3,0,0
6,8,1895,1250,164,144,0.93,7,0,0
6,10,2102,306,85,60,0.90,0,0,0
6,12,799,513,99,79,0.93,7,0,0
6,14,438,1026,117,131,0.91,3,0,0
6,15,555,469,93,68,0.91,7,0,0
6,16,1613,522,76,95,0.88,7,0,0
6,17,331,535,133,84,0.90,0,0,0
6,18,1969,386,89,70,0.91,3,0,0
6,19,2034,347,97,69,0.91,3,0,0
6,20,514,492,89,73,0.91,7,0,0
6,21,1886,430,98,79,0.90,3,0,0
6,22,2171,265,80,65,0.89,3,0,0
6,23,456,587,147,99,0.90,3,0,0
6,24,1816,483,93,83,0.89,3,0,0
6,26,2223,223,78,64,0.90,3,0,0
6,27,1587,429,107,71,0.88,3,0,0
6,28,41,1035,166,134,0.89,6,0,0
6,29,1029,895,99,76,0.90,6,0,0
6,30,2550,19,76,73,0.88,5,0,0
6,31,2059,281,57,55,0.85,6,0,0
6,32,1602,1222,109,88,0.84,2,0,0
6,33,184,933,87,55,0.90,9,0,0
6,34,1939,370,53,50,0.85,6,0,0
6,35,661,981,91,81,0.85,9,0,0
6,36,730,991,75,74,0.85,2,0,0
6,37,882,591,72,56,0.87,6,0,0
6,38,1486,583,51,57,0.82,9,0,0
6,39,1050,618,62,49,0.84,9,0,0
6,40,1416,815,60,68,0.84,9,0,0
6,41,1352,1215,73,103,0.84,6,0,0
6,42,180,906,81,53,0.84,3,0,0
6,43,767,559,58,48,0.85,9,0,0
6,44,1570,1095,64,114,0.79,9,0,0
6,45,868,617,59,49,0.79,9,0,0
6,46,1656,920,72,59,0.79,9,0,0
6,48,1164,1150,39,76,0.79,0,0,0
6,49,681,1407,49,84,0.80,0,0,0
6,50,1641,659,59,53,0.84,9,0,0
6,51,250,1346,83,81,0.82,9,0,0
6,52,1373,690,56,65,0.78,9,0,0
6,53,2199,598,40,60,0.82,9,0,0
6,54,1455,757,48,64,0.81,9,0,0
6,55,664,493,41,52,0.80,9,0,0
6,56,2261,1039,114,108,0.84,2,0,0
6,57,1985,815,45,66,0.80,9,0,0
6,58,1920,717,55,59,0.78,9,0,0
6,59,1676,495,42,50,0.78,9,0,0
6,60,1573,1030,73,77,0.80,9,0,0
6,62,2126,707,39,60,0.76,9,0,0
6,63,1048,850,65,60,0.79,9,0,0
6,64,688,554,54,45,0.72,2,0,0
6,65,1767,463,45,48,0.81,9,0,0
6,66,2305,848,34,62,0.76,0,0,0
6,67,2500,747,37,62,0.76,0,0,0
6,68,361,1070,37,73,0.78,0,0,0
6,69,2233,913,48,76,0.70,9,0,0
6,70,1179,691,26,59,0.74,0,0,0
6,71,1942,530,41,47,0.75,2,0,0
6,72,1198,694,29,62,0.76,0,0,0
6,73,1800,732,53,56,0.78,9,0,0
6,74,1976,1198,88,68,0.56,9,0,0
6,75,2014,1392,100,104,0.81,9,0,0
6,76,1384,686,42,62,0.74,1,0,0
6,77,1834,594,34,50,0.71,9,0,0
6,78,2327,843,34,61,0.74,0,0,0
6,79,2331,467,32,51,0.76,9,0,0
6,80,1332,530,18,44,0.59,0,0,0
6,81,1463,751,39,60,0.68,1,0,0
6,82,1016,573,28,55,0.68,0,0,0
6,83,547,552,48,40,0.75,9,0,0
6,84,2311,195,24,34,0.71,9,0,0
6,85,1354,487,17,46,0.68,0,0,0
6,86,614,811,53,64,0.64,2,0,0
6,87,562,820,32,64,0.73,0,0,0
6,88,2224,1231,50,82,0.48,0,0,0
6,89,475,866,55,50,0.55,9,0,0
6,90,1442,500,20,52,0.59,0,0,0
6,91,1484,489,41,58,0.67,9,0,0
6,92,1790,429,32,47,0.66,9,0,0
6,93,1332,784,45,64,0.80,1,0,0
6,95,1536,422,23,50,0.68,0,0,0
6,97,2624,20,53,46,0.57,3,0,0
6,98,2244,198,26,37,0.30,9,0,0
6,101,1240,458,86,67,0.44,1,0,0
6,102,1564,1060,35,76,0.56,0,0,0
7,1,1701,501,134,130,0.94,5,0,0
7,2,847,721,168,132,0.93,0,0,0
7,3,1532,614,58,79,0.92,7,0,0
7,4,550,1183,210,187,0.93,3,0,0
7,5,1028,977,243,165,0.93,3,0,0
7,7,646,666,144,101,0.91,3,0,0
7,8,1905,1255,163,144,0.93,7,0,0
7,10,2102,306,85,61,0.90,3,0,0
7,12,799,514,99,79,0.93,7,0,0
7,14,437,1026,118,132,0.91,3,0,0
7,15,555,468,94,69,0.91,7,0,0
7,16,1613,523,76,94,0.90,7,0,0
7,17,333,537,133,83,0.90,3,0,0
7,18,1969,387,88,70,0.90,3,0,0
7,19,2034,348,96,68,0.91,3,0,0
7,20,509,491,88,73,0.92,7,0,0
7,21,1886,431,97,78,0.90,3,0,0
7,22,2171,265,80,65,0.89,3,0,0
7,23,457,588,148,100,0.89,3,0,0
7,24,1816,484,92,83,0.89,3,0,0
7,26,2222,223,78,65,0.90,3,0,0
7,27,1587,429,107,71,0.88,3,0,0
7,28,39,1035,168,136,0.89,6,0,0
7,29,1032,898,96,75,0.87,6,0,0
7,30,2548,20,76,73,0.89,5,0,0
7,31,2054,282,59,56,0.85,6,0,0
7,32,1605,1224,113,91,0.85,2,0,0
7,33,183,934,88,54,0.91,9,0,0
7,34,1937,372,52,50,0.87,6,0,0
7,35,661,981,91,81,0.85,9,0,0
7,36,728,991,76,75,0.85,2,0,0
7,37,877,591,70,54,0.88,6,0,0
7,38,1482,584,52,58,0.82,9,0,0
7,39,1041,619,61,48,0.83,9,0,0
7,40,1410,812,61,69,0.84,9,0,0
7,41,1358,1221,73,102,0.89,6,0,0
7,42,179,906,83,54,0.84,3,0,0
7,43,762,559,58,48,0.85,9,0,0
7,44,1568,1097,66,117,0.79,9,0,0
7,45,862,615,60,49,0.79,9,0,0
7,46,1648,919,70,57,0.81,9,0,0
7,48,1161,1148,40,78,0.80,0,0,0
7,49,681,1407,50,85,0.79,0,0,0
7,50,1638,660,59,53,0.83,9,0,0
7,51,239,1354,84,81,0.82,9,0,0
7,52,1373,691,55,64,0.78,9,0,0
7,53,2202,594,40,61,0.83,9,0,0
7,54,1455,757,48,66,0.82,9,0,0
7,55,664,494,41,51,0.81,9,0,0
7,56,2254,1034,111,105,0.82,2,0,0
7,57,1988,811,45,67,0.78,9,0,0
7,58,1927,716,53,58,0.78,9,0,0
7,59,1672,498,41,48,0.79,9,0,0
7,60,1579,1037,73,77,0.80,9,0,0
7,62,2127,701,39,61,0.77,9,0,0
7,63,1050,852,65,61,0.76,9,0,0
7,64,683,554,53,44,0.77,2,0,0
7,65,1763,466,46,49,0.79,9,0,0
7,66,2304,850,34,62,0.76,0,0,0
7,67,2500,747,37,62,0.76,0,0,0
7,68,360,1072,38,72,0.79,0,0,0
7,69,2234,917,49,75,0.73,9,0,0
7,70,1177,692,26,60,0.72,0,0,0
7,71,1942,531,40,48,0.74,2,0,0
7,72,1196,695,29,62,0.77,0,0,0
7,73,1808,726,53,58,0.76,9,0,0
7,74,1983,1200,87,67,0.63,9,0,0
7,75,2024,1397,99,102,0.80,9,0,0
7,76,1384,687,42,61,0.73,1,0,0
7,77,1831,598,35,50,0.71,9,0,0
7,78,2326,843,33,61,0.75,0,0,0
7,79,2334,467,31,49,0.75,9,0,0
7,80,1333,531,18,44,0.67,0,0,0
7,81,1462,751,40,61,0.67,1,0,0
7,82,1018,574,28,54,0.65,0,0,0
7,83,539,551,47,39,0.70,9,0,0
7,84,2308,196,24,35,0.71,9,0,0
7,85,1355,486,17,46,0.68,0,0,0
